state,year,sex,ethnicity,population
Penang,2005,female,other_noncitizen,36.1
Penang,2005,male,overall,730.5
Penang,2005,male,bumi_malay,290.9
Penang,2005,male,bumi_other,2.4
Penang,2005,male,chinese,321.4
Penang,2005,male,indian,73.3
Penang,2005,male,other_citizen,2.8
Penang,2005,male,other_noncitizen,39.9
Penang,2006,both,overall,1484.1
Penang,2006,both,bumi_malay,595.5
Penang,2006,both,bumi_other,5.2
Penang,2006,both,chinese,646.4
Penang,2006,both,indian,150.1
Penang,2006,both,other_citizen,5.8
Penang,2006,both,other_noncitizen,81.1
Penang,2006,female,overall,741.2
Penang,2006,female,bumi_malay,299.5
Penang,2006,female,bumi_other,2.7
Penang,2006,female,chinese,321.7
Penang,2006,female,indian,76
Penang,2006,female,other_citizen,3
Penang,2006,female,other_noncitizen,38.2
Penang,2006,male,overall,743
Penang,2006,male,bumi_malay,295.9
Penang,2006,male,bumi_other,2.5
Penang,2006,male,chinese,324.7
Penang,2006,male,indian,74.1
Penang,2006,male,other_citizen,2.8
Penang,2006,male,other_noncitizen,42.9
Penang,2007,both,overall,1507.8
Penang,2007,both,bumi_malay,605.6
Penang,2007,both,bumi_other,5.5
Penang,2007,both,chinese,652.9
Penang,2007,both,indian,151.8
Penang,2007,both,other_citizen,5.9
Penang,2007,both,other_noncitizen,86.1
Penang,2007,female,overall,752.5
Penang,2007,female,bumi_malay,304.5
Penang,2007,female,bumi_other,2.8
Penang,2007,female,chinese,324.9
Penang,2007,female,indian,77
Penang,2007,female,other_citizen,3.1
Penang,2007,female,other_noncitizen,40.3
Penang,2007,male,overall,755.3
Penang,2007,male,bumi_malay,301.2
Penang,2007,male,bumi_other,2.7
Penang,2007,male,chinese,328
Penang,2007,male,indian,74.8
Penang,2007,male,other_citizen,2.8
Penang,2007,male,other_noncitizen,45.9
Penang,2008,both,overall,1531.3
Penang,2008,both,bumi_malay,615.7
Penang,2008,both,bumi_other,5.8
Penang,2008,both,chinese,659.3
Penang,2008,both,indian,153.5
Penang,2008,both,other_citizen,5.9
Penang,2008,both,other_noncitizen,91.1
Penang,2008,female,overall,763.8
Penang,2008,female,bumi_malay,309.4
Penang,2008,female,bumi_other,2.9
Penang,2008,female,chinese,328.1
Penang,2008,female,indian,77.9
Penang,2008,female,other_citizen,3.1
Penang,2008,female,other_noncitizen,42.3
Penang,2008,male,overall,767.5
Penang,2008,male,bumi_malay,306.3
Penang,2008,male,bumi_other,2.9
Penang,2008,male,chinese,331.1
Penang,2008,male,indian,75.6
Penang,2008,male,other_citizen,2.8
Penang,2008,male,other_noncitizen,48.8
Penang,2009,both,overall,1554.3
Penang,2009,both,bumi_malay,625.8
Penang,2009,both,bumi_other,6
Penang,2009,both,chinese,665.3
Penang,2009,both,indian,155.2
Penang,2009,both,other_citizen,5.9
Penang,2009,both,other_noncitizen,96.1
Penang,2009,female,overall,774.7
Penang,2009,female,bumi_malay,314.2
Penang,2009,female,bumi_other,3
Penang,2009,female,chinese,331.1
Penang,2009,female,indian,78.9
Penang,2009,female,other_citizen,3.1
Penang,2009,female,other_noncitizen,44.3
Penang,2009,male,overall,779.6
Penang,2009,male,bumi_malay,311.5
Penang,2009,male,bumi_other,3
Penang,2009,male,chinese,334.1
Penang,2009,male,indian,76.3
Penang,2009,male,other_citizen,2.8
Penang,2009,male,other_noncitizen,51.8
Penang,2010,both,overall,1575.9
Penang,2010,both,bumi_malay,636.2
Penang,2010,both,bumi_other,6.3
Penang,2010,both,chinese,671.3
Penang,2010,both,indian,156.8
Penang,2010,both,other_citizen,4.4
Penang,2010,both,other_noncitizen,101
Penang,2010,female,overall,785.2
Penang,2010,female,bumi_malay,319.5
Penang,2010,female,bumi_other,3.1
Penang,2010,female,chinese,334.2
Penang,2010,female,indian,79.9
Penang,2010,female,other_citizen,2.3
Penang,2010,female,other_noncitizen,46.3
Penang,2010,male,overall,790.7
Penang,2010,male,bumi_malay,316.8
Penang,2010,male,bumi_other,3.2
Penang,2010,male,chinese,337.1
Penang,2010,male,indian,77
Penang,2010,male,other_citizen,2.1
Penang,2010,male,other_noncitizen,54.7
Penang,2011,both,overall,1601
Penang,2011,both,bumi_malay,648.7
Penang,2011,both,bumi_other,6.4
Penang,2011,both,chinese,674.9
Penang,2011,both,indian,159
Penang,2011,both,other_citizen,4.6
Penang,2011,both,other_noncitizen,107.3
Penang,2011,female,overall,798.4
Penang,2011,female,bumi_malay,326.3
Penang,2011,female,bumi_other,3.2
Penang,2011,female,chinese,336.3
Penang,2011,female,indian,81.1
Penang,2011,female,other_citizen,2.4
Penang,2011,female,other_noncitizen,49.1
Penang,2011,male,overall,802.5
Penang,2011,male,bumi_malay,322.4
Penang,2011,male,bumi_other,3.2
Penang,2011,male,chinese,338.6
Penang,2011,male,indian,77.9
Penang,2011,male,other_citizen,2.2
Penang,2011,male,other_noncitizen,58.2
Penang,2012,both,overall,1623.2
Penang,2012,both,bumi_malay,661.3
Penang,2012,both,bumi_other,6.6
Penang,2012,both,chinese,678.1
Penang,2012,both,indian,160.9
Penang,2012,both,other_citizen,4.8
Penang,2012,both,other_noncitizen,111.5
Penang,2012,female,overall,809.3
Penang,2012,female,bumi_malay,333
Penang,2012,female,bumi_other,3.2
Penang,2012,female,chinese,337.6
Penang,2012,female,indian,82.7
Penang,2012,female,other_citizen,2.4
Penang,2012,female,other_noncitizen,50.4
Penang,2012,male,overall,813.9
Penang,2012,male,bumi_malay,328.3
Penang,2012,male,bumi_other,3.4
Penang,2012,male,chinese,340.5
Penang,2012,male,indian,78.2
Penang,2012,male,other_citizen,2.4
Penang,2012,male,other_noncitizen,61.1
Penang,2013,both,overall,1662.6
Penang,2013,both,bumi_malay,674.2
Penang,2013,both,bumi_other,5.9
Penang,2013,both,chinese,681.3
Penang,2013,both,indian,161.5
Penang,2013,both,other_citizen,4.9
Penang,2013,both,other_noncitizen,134.5
Penang,2013,female,overall,827.1
Penang,2013,female,bumi_malay,337.7
Penang,2013,female,bumi_other,2.9
Penang,2013,female,chinese,338.6
Penang,2013,female,indian,83.3
Penang,2013,female,other_citizen,2.5
Penang,2013,female,other_noncitizen,62
Penang,2013,male,overall,835.5
Penang,2013,male,bumi_malay,336.5
Penang,2013,male,bumi_other,3
Penang,2013,male,chinese,342.7
Penang,2013,male,indian,78.2
Penang,2013,male,other_citizen,2.5
Penang,2013,male,other_noncitizen,72.5
Penang,2014,both,overall,1678.1
Penang,2014,both,bumi_malay,687.6
Penang,2014,both,bumi_other,5.2
Penang,2014,both,chinese,683.5
Penang,2014,both,indian,161.9
Penang,2014,both,other_citizen,5
Penang,2014,both,other_noncitizen,134.5
Penang,2014,female,overall,832.8
Penang,2014,female,bumi_malay,342.6
Penang,2014,female,bumi_other,2.5
Penang,2014,female,chinese,339.2
Penang,2014,female,indian,83.9
Penang,2014,female,other_citizen,2.5
Penang,2014,female,other_noncitizen,61.8
Penang,2014,male,overall,845.3
Penang,2014,male,bumi_malay,345
Penang,2014,male,bumi_other,2.7
Penang,2014,male,chinese,344.3
Penang,2014,male,indian,78
Penang,2014,male,other_citizen,2.5
Penang,2014,male,other_noncitizen,72.8
Penang,2015,both,overall,1698.1
Penang,2015,both,bumi_malay,697.3
Penang,2015,both,bumi_other,4.5
Penang,2015,both,chinese,685.8
Penang,2015,both,indian,164.3
Penang,2015,both,other_citizen,5.2
Penang,2015,both,other_noncitizen,141.2
Penang,2015,female,overall,842.9
Penang,2015,female,bumi_malay,347.5
Penang,2015,female,bumi_other,2.3
Penang,2015,female,chinese,340.6
Penang,2015,female,indian,85.3
Penang,2015,female,other_citizen,2.5
Penang,2015,female,other_noncitizen,64.7
Penang,2015,male,overall,855.2
Penang,2015,male,bumi_malay,349.8
Penang,2015,male,bumi_other,2.2
Penang,2015,male,chinese,345.2
Penang,2015,male,indian,79
Penang,2015,male,other_citizen,2.6
Penang,2015,male,other_noncitizen,76.5
Penang,2016,both,overall,1717.7
Penang,2016,both,bumi_malay,707.1
Penang,2016,both,bumi_other,4.6
Penang,2016,both,chinese,688.9
Penang,2016,both,indian,165.7
Penang,2016,both,other_citizen,5
Penang,2016,both,other_noncitizen,146.3
Penang,2016,female,overall,853
Penang,2016,female,bumi_malay,351.8
Penang,2016,female,bumi_other,2.3
Penang,2016,female,chinese,343.1
Penang,2016,female,indian,86.1
Penang,2016,female,other_citizen,2.5
Penang,2016,female,other_noncitizen,67.1
Penang,2016,male,overall,864.6
Penang,2016,male,bumi_malay,355.3
Penang,2016,male,bumi_other,2.3
Penang,2016,male,chinese,345.8
Penang,2016,male,indian,79.6
Penang,2016,male,other_citizen,2.5
Penang,2016,male,other_noncitizen,79.2
Penang,2017,both,overall,1744.1
Penang,2017,both,bumi_malay,723.3
Penang,2017,both,bumi_other,5
Penang,2017,both,chinese,694.2
Penang,2017,both,indian,166.1
Penang,2017,both,other_citizen,5
Penang,2017,both,other_noncitizen,150.3
Penang,2017,female,overall,867
Penang,2017,female,bumi_malay,360.7
Penang,2017,female,bumi_other,2.5
Penang,2017,female,chinese,345.8
Penang,2017,female,indian,86.5
Penang,2017,female,other_citizen,2.6
Penang,2017,female,other_noncitizen,68.9
Penang,2017,male,overall,877.1
Penang,2017,male,bumi_malay,362.6
Penang,2017,male,bumi_other,2.5
Penang,2017,male,chinese,348.4
Penang,2017,male,indian,79.6
Penang,2017,male,other_citizen,2.4
Penang,2017,male,other_noncitizen,81.4
Penang,2018,both,overall,1762.8
Penang,2018,both,bumi_malay,739.4
Penang,2018,both,bumi_other,5.3
Penang,2018,both,chinese,694.2
Penang,2018,both,indian,166.5
Penang,2018,both,other_citizen,5
Penang,2018,both,other_noncitizen,152.3
Penang,2018,female,overall,876.3
Penang,2018,female,bumi_malay,367.8
Penang,2018,female,bumi_other,2.8
Penang,2018,female,chinese,346.3
Penang,2018,female,indian,86.6
Penang,2018,female,other_citizen,2.6
Penang,2018,female,other_noncitizen,69.9
Penang,2018,male,overall,886.5
Penang,2018,male,bumi_malay,371.6
Penang,2018,male,bumi_other,2.5
Penang,2018,male,chinese,347.9
Penang,2018,male,indian,79.9
Penang,2018,male,other_citizen,2.4
Penang,2018,male,other_noncitizen,82.4
Penang,2019,both,overall,1768.8
Penang,2019,both,bumi_malay,753.9
Penang,2019,both,bumi_other,5.5
Penang,2019,both,chinese,694
Penang,2019,both,indian,166.8
Penang,2019,both,other_citizen,5.1
Penang,2019,both,other_noncitizen,143.4
Penang,2019,female,overall,879.7
Penang,2019,female,bumi_malay,374.7
Penang,2019,female,bumi_other,3.3
Penang,2019,female,chinese,346.6
Penang,2019,female,indian,86.6
Penang,2019,female,other_citizen,2.6
Penang,2019,female,other_noncitizen,65.8
Penang,2019,male,overall,889.1
Penang,2019,male,bumi_malay,379.2
Penang,2019,male,bumi_other,2.2
Penang,2019,male,chinese,347.3
Penang,2019,male,indian,80.2
Penang,2019,male,other_citizen,2.5
Penang,2019,male,other_noncitizen,77.6
Penang,2020,both,overall,1740.4
Penang,2020,both,bumi_malay,707.9
Penang,2020,both,bumi_other,8
Penang,2020,both,chinese,718.4
Penang,2020,both,indian,155.5
Penang,2020,both,other_citizen,10.1
Penang,2020,both,other_noncitizen,140.5
Penang,2020,female,overall,847.9
Penang,2020,female,bumi_malay,348.1
Penang,2020,female,bumi_other,4
Penang,2020,female,chinese,354.4
Penang,2020,female,indian,77
Penang,2020,female,other_citizen,5
Penang,2020,female,other_noncitizen,59.2
Penang,2020,male,overall,892.6
Penang,2020,male,bumi_malay,359.7
Penang,2020,male,bumi_other,4
Penang,2020,male,chinese,364
Penang,2020,male,indian,78.5
Penang,2020,male,other_citizen,5.1
Penang,2020,male,other_noncitizen,81.3
Penang,2021,both,overall,1740
Penang,2021,both,bumi_malay,715.3
Penang,2021,both,bumi_other,6.9
Penang,2021,both,chinese,718.2
Penang,2021,both,indian,155.5
Penang,2021,both,other_citizen,10.2
Penang,2021,both,other_noncitizen,133.8
Penang,2021,female,overall,848.6
Penang,2021,female,bumi_malay,352
Penang,2021,female,bumi_other,3.5
Penang,2021,female,chinese,354.5
Penang,2021,female,indian,77.2
Penang,2021,female,other_citizen,5.1
Penang,2021,female,other_noncitizen,56.4
Penang,2021,male,overall,891.4
Penang,2021,male,bumi_malay,363.4
Penang,2021,male,bumi_other,3.4
Penang,2021,male,chinese,363.7
Penang,2021,male,indian,78.4
Penang,2021,male,other_citizen,5.1
Penang,2021,male,other_noncitizen,77.4
Penang,2022,both,overall,1740.9
Penang,2022,both,bumi_malay,721.4
Penang,2022,both,bumi_other,7
Penang,2022,both,chinese,715.2
Penang,2022,both,indian,155.1
Penang,2022,both,other_citizen,10.2
Penang,2022,both,other_noncitizen,132
Penang,2022,female,overall,849.9
Penang,2022,female,bumi_malay,355.1
Penang,2022,female,bumi_other,3.5
Penang,2022,female,chinese,353.5
Penang,2022,female,indian,77.1
Penang,2022,female,other_citizen,5.1
Penang,2022,female,other_noncitizen,55.6
Penang,2022,male,overall,891
Penang,2022,male,bumi_malay,366.3
Penang,2022,male,bumi_other,3.5
Penang,2022,male,chinese,361.8
Penang,2022,male,indian,78
Penang,2022,male,other_citizen,5.1
Penang,2022,male,other_noncitizen,76.3
Penang,2023,both,overall,1772.6
Penang,2023,both,bumi_malay,728.8
Penang,2023,both,bumi_other,7.1
Penang,2023,both,chinese,713.2
Penang,2023,both,indian,155.1
Penang,2023,both,other_citizen,10.2
Penang,2023,both,other_noncitizen,158.2
Penang,2023,female,overall,864.2
Penang,2023,female,bumi_malay,358.8
Penang,2023,female,bumi_other,3.6
Penang,2023,female,chinese,352.8
Penang,2023,female,indian,77.3
Penang,2023,female,other_citizen,5.1
Penang,2023,female,other_noncitizen,66.7
Penang,2023,male,overall,908.4
Penang,2023,male,bumi_malay,370
Penang,2023,male,bumi_other,3.5
Penang,2023,male,chinese,360.4
Penang,2023,male,indian,77.8
Penang,2023,male,other_citizen,5.2
Penang,2023,male,other_noncitizen,91.5
Penang,2024,both,overall,1800.5
Penang,2024,both,bumi_malay,735.8
Penang,2024,both,bumi_other,7.2
Penang,2024,both,chinese,711.2
Penang,2024,both,indian,155
Penang,2024,both,other_citizen,10.3
Penang,2024,both,other_noncitizen,181
Penang,2024,female,overall,876.7
Penang,2024,female,bumi_malay,362.3
Penang,2024,female,bumi_other,3.6
Penang,2024,female,chinese,352
Penang,2024,female,indian,77.4
Penang,2024,female,other_citizen,5.1
Penang,2024,female,other_noncitizen,76.3
Penang,2024,male,overall,923.8
Penang,2024,male,bumi_malay,373.5
Penang,2024,male,bumi_other,3.6
Penang,2024,male,chinese,359.2
Penang,2024,male,indian,77.7
Penang,2024,male,other_citizen,5.2
Penang,2024,male,other_noncitizen,104.7
Penang,2025,both,overall,1803.3
Penang,2025,both,bumi_malay,741.6
Penang,2025,both,bumi_other,7.3
Penang,2025,both,chinese,709.2
Penang,2025,both,indian,154.9
Penang,2025,both,other_citizen,10.3
Penang,2025,both,other_noncitizen,179.9
Penang,2025,female,overall,878.6
Penang,2025,female,bumi_malay,365.3
Penang,2025,female,bumi_other,3.7
Penang,2025,female,chinese,351.4
Penang,2025,female,indian,77.4
Penang,2025,female,other_citizen,5.1
Penang,2025,female,other_noncitizen,75.8
Penang,2025,male,overall,924.7
Penang,2025,male,bumi_malay,376.3
Penang,2025,male,bumi_other,3.6
Penang,2025,male,chinese,357.9
Penang,2025,male,indian,77.5
Penang,2025,male,other_citizen,5.2
Penang,2025,male,other_noncitizen,104.1
Sabah,2000,both,overall,2603.5
Sabah,2000,both,bumi_malay,303.5
Sabah,2000,both,bumi_other,1110.9
Sabah,2000,both,chinese,479.9
Sabah,2000,both,indian,9.7
Sabah,2000,both,other_citizen,84.7
Sabah,2000,both,other_noncitizen,614.8
Sabah,2000,female,overall,1257.9
Sabah,2000,female,bumi_malay,147.1
Sabah,2000,female,bumi_other,541.4
Sabah,2000,female,chinese,241.1
Sabah,2000,female,indian,4.1
Sabah,2000,female,other_citizen,42.1
Sabah,2000,female,other_noncitizen,282.2
Sabah,2000,male,overall,1345.5
Sabah,2000,male,bumi_malay,156.4
Sabah,2000,male,bumi_other,569.6
Sabah,2000,male,chinese,238.9
Sabah,2000,male,indian,5.6
Sabah,2000,male,other_citizen,42.6
Sabah,2000,male,other_noncitizen,332.6
Sabah,2001,both,overall,2663.3
Sabah,2001,both,bumi_malay,296.1
Sabah,2001,both,bumi_other,1145.3
Sabah,2001,both,chinese,488.2
Sabah,2001,both,indian,9.7
Sabah,2001,both,other_citizen,86.4
Sabah,2001,both,other_noncitizen,637.6
Sabah,2001,female,overall,1285.1
Sabah,2001,female,bumi_malay,143.6
Sabah,2001,female,bumi_other,558.6
Sabah,2001,female,chinese,245
Sabah,2001,female,indian,4.1
Sabah,2001,female,other_citizen,42.9
Sabah,2001,female,other_noncitizen,291
Sabah,2001,male,overall,1378.2
Sabah,2001,male,bumi_malay,152.6
Sabah,2001,male,bumi_other,586.6
Sabah,2001,male,chinese,243.3
Sabah,2001,male,indian,5.6
Sabah,2001,male,other_citizen,43.5
Sabah,2001,male,other_noncitizen,346.6
Sabah,2002,both,overall,2719.1
Sabah,2002,both,bumi_malay,288.2
Sabah,2002,both,bumi_other,1178
Sabah,2002,both,chinese,496.1
Sabah,2002,both,indian,9.6
Sabah,2002,both,other_citizen,88.2
Sabah,2002,both,other_noncitizen,659
Sabah,2002,female,overall,1310.4
Sabah,2002,female,bumi_malay,139.7
Sabah,2002,female,bumi_other,575.3
Sabah,2002,female,chinese,248.5
Sabah,2002,female,indian,4.1
Sabah,2002,female,other_citizen,43.8
Sabah,2002,female,other_noncitizen,299
Sabah,2002,male,overall,1408.7
Sabah,2002,male,bumi_malay,148.5
Sabah,2002,male,bumi_other,602.7
Sabah,2002,male,chinese,247.7
Sabah,2002,male,indian,5.5
Sabah,2002,male,other_citizen,44.4
Sabah,2002,male,other_noncitizen,359.9
Sabah,2003,both,overall,2774
Sabah,2003,both,bumi_malay,279.3
Sabah,2003,both,bumi_other,1211.6
Sabah,2003,both,chinese,503.5
Sabah,2003,both,indian,9.6
Sabah,2003,both,other_citizen,89.8
Sabah,2003,both,other_noncitizen,680.3
Sabah,2003,female,overall,1335.3
Sabah,2003,female,bumi_malay,135.5
Sabah,2003,female,bumi_other,592.3
Sabah,2003,female,chinese,251.7
Sabah,2003,female,indian,4.1
Sabah,2003,female,other_citizen,44.7
Sabah,2003,female,other_noncitizen,307.1
Sabah,2003,male,overall,1438.7
Sabah,2003,male,bumi_malay,143.9
Sabah,2003,male,bumi_other,619.3
Sabah,2003,male,chinese,251.7
Sabah,2003,male,indian,5.5
Sabah,2003,male,other_citizen,45.2
Sabah,2003,male,other_noncitizen,373.1
Sabah,2004,both,overall,2833.4
Sabah,2004,both,bumi_malay,270.7
Sabah,2004,both,bumi_other,1247.4
Sabah,2004,both,chinese,511.1
Sabah,2004,both,indian,9.6
Sabah,2004,both,other_citizen,91.5
Sabah,2004,both,other_noncitizen,703.1
Sabah,2004,female,overall,1362.9
Sabah,2004,female,bumi_malay,131.4
Sabah,2004,female,bumi_other,610.5
Sabah,2004,female,chinese,255.3
Sabah,2004,female,indian,4.1
Sabah,2004,female,other_citizen,45.5
Sabah,2004,female,other_noncitizen,316
Sabah,2004,male,overall,1470.6
Sabah,2004,male,bumi_malay,139.3
Sabah,2004,male,bumi_other,637
Sabah,2004,male,chinese,255.8
Sabah,2004,male,indian,5.4
Sabah,2004,male,other_citizen,46
Sabah,2004,male,other_noncitizen,387.1
Sabah,2005,both,overall,2897
Sabah,2005,both,bumi_malay,262.6
Sabah,2005,both,bumi_other,1285.4
Sabah,2005,both,chinese,519.2
Sabah,2005,both,indian,9.5
Sabah,2005,both,other_citizen,93.2
Sabah,2005,both,other_noncitizen,727
Sabah,2005,female,overall,1392
Sabah,2005,female,bumi_malay,127.4
Sabah,2005,female,bumi_other,629.6
Sabah,2005,female,chinese,259.1
Sabah,2005,female,indian,4.2
Sabah,2005,female,other_citizen,46.4
Sabah,2005,female,other_noncitizen,325.4
Sabah,2005,male,overall,1505
Sabah,2005,male,bumi_malay,135.2
Sabah,2005,male,bumi_other,655.8
Sabah,2005,male,chinese,260.2
Sabah,2005,male,indian,5.4
Sabah,2005,male,other_citizen,46.8
Sabah,2005,male,other_noncitizen,401.6
Sabah,2006,both,overall,2962.9
Sabah,2006,both,bumi_malay,254.3
Sabah,2006,both,bumi_other,1325.1
Sabah,2006,both,chinese,527.9
Sabah,2006,both,indian,9.5
Sabah,2006,both,other_citizen,95
Sabah,2006,both,other_noncitizen,751.2
Sabah,2006,female,overall,1422.4
Sabah,2006,female,bumi_malay,123.4
Sabah,2006,female,bumi_other,649.6
Sabah,2006,female,chinese,263.1
Sabah,2006,female,indian,4.2
Sabah,2006,female,other_citizen,47.3
Sabah,2006,female,other_noncitizen,334.8
Sabah,2006,male,overall,1540.5
Sabah,2006,male,bumi_malay,130.9
Sabah,2006,male,bumi_other,675.5
Sabah,2006,male,chinese,264.8
Sabah,2006,male,indian,5.3
Sabah,2006,male,other_citizen,47.7
Sabah,2006,male,other_noncitizen,416.3
Sabah,2007,both,overall,3032.3
Sabah,2007,both,bumi_malay,246.3
Sabah,2007,both,bumi_other,1367
Sabah,2007,both,chinese,537
Sabah,2007,both,indian,9.5
Sabah,2007,both,other_citizen,96.7
Sabah,2007,both,other_noncitizen,775.8
Sabah,2007,female,overall,1454.5
Sabah,2007,female,bumi_malay,119.6
Sabah,2007,female,bumi_other,670.6
Sabah,2007,female,chinese,267.3
Sabah,2007,female,indian,4.2
Sabah,2007,female,other_citizen,48.2
Sabah,2007,female,other_noncitizen,344.6
Sabah,2007,male,overall,1577.8
Sabah,2007,male,bumi_malay,126.7
Sabah,2007,male,bumi_other,696.4
Sabah,2007,male,chinese,269.7
Sabah,2007,male,indian,5.3
Sabah,2007,male,other_citizen,48.6
Sabah,2007,male,other_noncitizen,431.2
Sabah,2008,both,overall,3105.1
Sabah,2008,both,bumi_malay,238.5
Sabah,2008,both,bumi_other,1411
Sabah,2008,both,chinese,546.8
Sabah,2008,both,indian,9.5
Sabah,2008,both,other_citizen,98.6
Sabah,2008,both,other_noncitizen,800.7
Sabah,2008,female,overall,1488.4
Sabah,2008,female,bumi_malay,115.9
Sabah,2008,female,bumi_other,692.8
Sabah,2008,female,chinese,271.9
Sabah,2008,female,indian,4.2
Sabah,2008,female,other_citizen,49.1
Sabah,2008,female,other_noncitizen,354.5
Sabah,2008,male,overall,1616.7
Sabah,2008,male,bumi_malay,122.7
Sabah,2008,male,bumi_other,718.2
Sabah,2008,male,chinese,274.9
Sabah,2008,male,indian,5.2
Sabah,2008,male,other_citizen,49.5
Sabah,2008,male,other_noncitizen,446.3
Sabah,2009,both,overall,3181.1
Sabah,2009,both,bumi_malay,231.1
Sabah,2009,both,bumi_other,1456.9
Sabah,2009,both,chinese,557.3
Sabah,2009,both,indian,9.5
Sabah,2009,both,other_citizen,100.5
Sabah,2009,both,other_noncitizen,826
Sabah,2009,female,overall,1523.9
Sabah,2009,female,bumi_malay,112.3
Sabah,2009,female,bumi_other,716
Sabah,2009,female,chinese,276.7
Sabah,2009,female,indian,4.3
Sabah,2009,female,other_citizen,50
Sabah,2009,female,other_noncitizen,364.5
Sabah,2009,male,overall,1657.3
Sabah,2009,male,bumi_malay,118.8
Sabah,2009,male,bumi_other,740.8
Sabah,2009,male,chinese,280.6
Sabah,2009,male,indian,5.2
Sabah,2009,male,other_citizen,50.5
Sabah,2009,male,other_noncitizen,461.5
Sabah,2010,both,overall,3260
Sabah,2010,both,bumi_malay,224
Sabah,2010,both,bumi_other,1776.5
Sabah,2010,both,chinese,295.7
Sabah,2010,both,indian,9.5
Sabah,2010,both,other_citizen,100.7
Sabah,2010,both,other_noncitizen,853.6
Sabah,2010,female,overall,1561
Sabah,2010,female,bumi_malay,109
Sabah,2010,female,bumi_other,880.3
Sabah,2010,female,chinese,142.4
Sabah,2010,female,indian,4.3
Sabah,2010,female,other_citizen,49.4
Sabah,2010,female,other_noncitizen,375.7
Sabah,2010,male,overall,1698.9
Sabah,2010,male,bumi_malay,115
Sabah,2010,male,bumi_other,896.1
Sabah,2010,male,chinese,153.3
Sabah,2010,male,indian,5.2
Sabah,2010,male,other_citizen,51.3
Sabah,2010,male,other_noncitizen,477.9
Sabah,2011,both,overall,3345.5
Sabah,2011,both,bumi_malay,232.3
Sabah,2011,both,bumi_other,1801.5
Sabah,2011,both,chinese,298.3
Sabah,2011,both,indian,10.4
Sabah,2011,both,other_citizen,104.3
Sabah,2011,both,other_noncitizen,898.8
Sabah,2011,female,overall,1599.6
Sabah,2011,female,bumi_malay,113
Sabah,2011,female,bumi_other,891.7
Sabah,2011,female,chinese,143.7
Sabah,2011,female,indian,4.7
Sabah,2011,female,other_citizen,51.1
Sabah,2011,female,other_noncitizen,395.5
Sabah,2011,male,overall,1745.8
Sabah,2011,male,bumi_malay,119.3
Sabah,2011,male,bumi_other,909.8
Sabah,2011,male,chinese,154.6
Sabah,2011,male,indian,5.7
Sabah,2011,male,other_citizen,53.2
Sabah,2011,male,other_noncitizen,503.3
Sabah,2012,both,overall,3432.7
Sabah,2012,both,bumi_malay,240.6
Sabah,2012,both,bumi_other,1830.6
Sabah,2012,both,chinese,299.9
Sabah,2012,both,indian,11.1
Sabah,2012,both,other_citizen,107
Sabah,2012,both,other_noncitizen,943.6
Sabah,2012,female,overall,1641.5
Sabah,2012,female,bumi_malay,117.2
Sabah,2012,female,bumi_other,907.1
Sabah,2012,female,chinese,144.5
Sabah,2012,female,indian,5.2
Sabah,2012,female,other_citizen,52.4
Sabah,2012,female,other_noncitizen,415.1
Sabah,2012,male,overall,1791.3
Sabah,2012,male,bumi_malay,123.4
Sabah,2012,male,bumi_other,923.6
Sabah,2012,male,chinese,155.4
Sabah,2012,male,indian,6
Sabah,2012,male,other_citizen,54.6
Sabah,2012,male,other_noncitizen,528.5
Sabah,2013,both,overall,3611.5
Sabah,2013,both,bumi_malay,252.1
Sabah,2013,both,bumi_other,1864.4
Sabah,2013,both,chinese,301.5
Sabah,2013,both,indian,12.2
Sabah,2013,both,other_citizen,110.2
Sabah,2013,both,other_noncitizen,1071.5
Sabah,2013,female,overall,1722.5
Sabah,2013,female,bumi_malay,123.6
Sabah,2013,female,bumi_other,924
Sabah,2013,female,chinese,145.1
Sabah,2013,female,indian,5.5
Sabah,2013,female,other_citizen,54.1
Sabah,2013,female,other_noncitizen,470.5
Sabah,2013,male,overall,1889
Sabah,2013,male,bumi_malay,128.5
Sabah,2013,male,bumi_other,940.4
Sabah,2013,male,chinese,156.4
Sabah,2013,male,indian,6.7
Sabah,2013,male,other_citizen,56.2
Sabah,2013,male,other_noncitizen,601
Sabah,2014,both,overall,3669.9
Sabah,2014,both,bumi_malay,262.5
Sabah,2014,both,bumi_other,1891.1
Sabah,2014,both,chinese,303.6
Sabah,2014,both,indian,12.2
Sabah,2014,both,other_citizen,114.1
Sabah,2014,both,other_noncitizen,1086.1
Sabah,2014,female,overall,1748.2
Sabah,2014,female,bumi_malay,129.4
Sabah,2014,female,bumi_other,937.7
Sabah,2014,female,chinese,146.4
Sabah,2014,female,indian,5.5
Sabah,2014,female,other_citizen,55.7
Sabah,2014,female,other_noncitizen,473
Sabah,2014,male,overall,1921.8
Sabah,2014,male,bumi_malay,133.1
Sabah,2014,male,bumi_other,953.4
Sabah,2014,male,chinese,157.2
Sabah,2014,male,indian,6.7
Sabah,2014,male,other_citizen,58.3
Sabah,2014,male,other_noncitizen,613.1
Sabah,2015,both,overall,3720.5
Sabah,2015,both,bumi_malay,273.3
Sabah,2015,both,bumi_other,1921.3
Sabah,2015,both,chinese,303.5
Sabah,2015,both,indian,12.2
Sabah,2015,both,other_citizen,116.4
Sabah,2015,both,other_noncitizen,1094
